0.000000000000000000e+00,1.697861643870876662e+02,1.697861643602842889e+02,1.697861643602641379e+02,1.697918217181006639e+02,1.697861643602979598e+02
0.000000000000000000e+00,1.697876072232002684e+02,1.697861643612397700e+02,1.697861643604841504e+02,1.697921833851757185e+02,1.697861643617186758e+02
0.000000000000000000e+00,1.697872538352483502e+02,1.697861643614234310e+02,1.697861643605249355e+02,1.697922463548008523e+02,1.697861643620074119e+02
1.697916091787695905e+02,0.000000000000000000e+00,1.697861643602068398e+02,1.697857260555330186e+02,1.697861643602884101e+02,1.697895592606905097e+02
0.000000000000000000e+00,1.697867799145041090e+02,1.697861643606254631e+02,1.697861643603419282e+02,1.697926139496791791e+02,1.697861643608311510e+02
1.697916091789159054e+02,0.000000000000000000e+00,1.697861643602786330e+02,1.697861643602377910e+02,1.697869600055913963e+02,1.697894346607887712e+02
1.697916091787979269e+02,1.697832601795448113e+02,1.697861643600628838e+02,1.697833290424119070e+02,1.697861643603725952e+02,1.697912602769738442e+02
1.697916091787714379e+02,1.697832601788191766e+02,1.697858072586398350e+02,1.697832601788464331e+02,1.697861643602881543e+02,1.697915125793350342e+02
1.697916091787689084e+02,1.697832601789835394e+02,1.697861643602071808e+02,1.697842192211735721e+02,1.697861643602907407e+02,1.697921076536258056e+02
1.697916091788011954e+02,1.697832601789544924e+02,1.697858443201555474e+02,1.697832601790426850e+02,1.697861643603636139e+02,1.697930772453129293e+02
1.697916091787646167e+02,1.697832601787852695e+02,1.697861642625155127e+02,1.697832601787957572e+02,1.697861643602737445e+02,1.697934209598780910e+02
1.697916091788528377e+02,1.697832601813099416e+02,1.697861643598211856e+02,1.697852272056824461e+02,1.697861643605958477e+02,1.697932450117814085e+02
1.697916091788712833e+02,1.697832601822549918e+02,1.697861643597402690e+02,1.697855858884244071e+02,1.697861643606796633e+02,1.697934131917320428e+02
1.697916091788046060e+02,1.697832601799884173e+02,1.697861643600433581e+02,1.697850730907022125e+02,1.697861643604241522e+02,1.697934173460361080e+02
1.697916091789351754e+02,1.697833344265124254e+02,1.697861643596076249e+02,1.697861643539534668e+02,1.697861643609124940e+02,1.697930298642778268e+02
1.697916091788501944e+02,1.697832601818702187e+02,1.697861643598398587e+02,1.697860402201151260e+02,1.697861643606021289e+02,1.697930018732025133e+02
1.697916091787711821e+02,1.697832601790109379e+02,1.697861643601952153e+02,1.697834393090357423e+02,1.697861643602995514e+02,1.697930943359875471e+02
1.697916091787879509e+02,1.697832601788940963e+02,1.697857596254465875e+02,1.697832601789555724e+02,1.697861643603297637e+02,1.697928202927537313e+02
1.697916091788322319e+02,0.000000000000000000e+00,1.697861643602669517e+02,1.697861643602462038e+02,1.697870891784204730e+02,1.697910143280858506e+02
0.000000000000000000e+00,1.697878356205310979e+02,1.697861643616229799e+02,1.697861643605426423e+02,1.697934243572753985e+02,1.697869468987875337e+02
0.000000000000000000e+00,1.697877448547475012e+02,1.697861643618817595e+02,1.697861643605970130e+02,1.697934243565734391e+02,1.697864173920271469e+02
0.000000000000000000e+00,1.697872942239693543e+02,1.697861643617472964e+02,1.697861643605606616e+02,1.697934243567555086e+02,1.697865912642636204e+02
1.697916091788439417e+02,1.697832601792176206e+02,1.697850692867831981e+02,1.697832601793090532e+02,1.697861643605702682e+02,1.697918635024111609e+02
0.000000000000000000e+00,1.697875467525406918e+02,1.697861643611725526e+02,1.697861643604318260e+02,1.697934243580989175e+02,1.697870732793548143e+02
0.000000000000000000e+00,1.697871891160160942e+02,1.697861643621871224e+02,1.697861643606228768e+02,1.697934243559803349e+02,1.697879840887461853e+02
1.697916091788101767e+02,1.697832601789669127e+02,1.697855532377498946e+02,1.697832601790839533e+02,1.697874696094094134e+02,1.697934243601737023e+02
1.697916091789956567e+02,1.697832601824795518e+02,1.697861643592316341e+02,1.697843510071053004e+02,1.697883138489767703e+02,1.697934243597508726e+02
1.697916091790824282e+02,1.697832601832618877e+02,1.697861643589038465e+02,1.697852646362372013e+02,1.697895058449497299e+02,1.697934243596711497e+02
1.697916091789698783e+02,1.697832601807926949e+02,1.697861643593689678e+02,1.697848107727658942e+02,1.697909332407552370e+02,1.697934243600118691e+02
1.697916091788381721e+02,1.697836677832293049e+02,1.697861643600651007e+02,1.697861643593912220e+02,1.697912025538277589e+02,1.697934243601426374e+02
1.697916091789343227e+02,1.697844292199343670e+02,1.697861643598322132e+02,1.697861643584061824e+02,1.697904828958102428e+02,1.697934243599904107e+02
1.697916091788437427e+02,1.697848977530416050e+02,1.697861643600507762e+02,1.697861643593800522e+02,1.697898793213845465e+02,1.697934243601220032e+02
1.697916091789927009e+02,1.697832601809816708e+02,1.697861643592480050e+02,1.697850419910953974e+02,1.697891525864647519e+02,1.697934243599481476e+02
1.697916091790451674e+02,1.697838826473216898e+02,1.697861643595504120e+02,1.697861643571872037e+02,1.697882366991143499e+02,1.697934243597538568e+02
1.697916091788201243e+02,1.697833352856877411e+02,1.697861643601039532e+02,1.697861643595862802e+02,1.697873357985824327e+02,1.697934243601429216e+02
1.697916091788129336e+02,1.697832601794277139e+02,1.697861643600193418e+02,1.697858306901150343e+02,1.697867971570571797e+02,1.697934243601463038e+02
1.697916091787916457e+02,1.697842065574622268e+02,1.697861643601652020e+02,1.697861643598050705e+02,1.697865539297543478e+02,1.697934243601795572e+02
1.697916091788081303e+02,1.697839271057125359e+02,1.697861643600700745e+02,1.697861643584115541e+02,1.697861643604539097e+02,1.697933480065252354e+02
1.697916091788383710e+02,1.697832601813578037e+02,1.697861643598874366e+02,1.697856600182293221e+02,1.697861643605747304e+02,1.697926288038909206e+02
1.697916091787678852e+02,1.697832601789621663e+02,1.697861643602118420e+02,1.697842100888202594e+02,1.697861643602868753e+02,1.697916669105142375e+02
1.697916091787867288e+02,1.697832601793443814e+02,1.697861643601197557e+02,1.697838615578760084e+02,1.697861643603395123e+02,1.697910393711352413e+02
1.697916091787872688e+02,1.697832601788932152e+02,1.697859589993469172e+02,1.697832601789536966e+02,1.697861643603202992e+02,1.697903709746136087e+02
1.697916091799309299e+02,0.000000000000000000e+00,1.697861643604193773e+02,1.697861643601387129e+02,1.697873022086301376e+02,1.697888691229970561e+02
0.000000000000000000e+00,1.697874071285469881e+02,1.697861643615241292e+02,1.697861643605491224e+02,1.697919367156493706e+02,1.697861643621158123e+02
0.000000000000000000e+00,1.697869246555600569e+02,1.697861643609230669e+02,1.697861643604104813e+02,1.697918298872498042e+02,1.697861643612352225e+02
1.697916091787952553e+02,0.000000000000000000e+00,1.697861643600915613e+02,1.697860793628878184e+02,1.697861643603542348e+02,1.697889909878420838e+02
1.697916091788133883e+02,0.000000000000000000e+00,1.697861643600106731e+02,1.697861341110759099e+02,1.697861643604014432e+02,1.697891155697919601e+02
1.697916091788349888e+02,0.000000000000000000e+00,1.697861643599081560e+02,1.697855398308438737e+02,1.697861643604566098e+02,1.697890548251257030e+02
0.000000000000000000e+00,1.697874684673313936e+02,1.697861643614366187e+02,1.697861643605291704e+02,1.697919593647883687e+02,1.697861643619883409e+02
0.000000000000000000e+00,1.697863052620207611e+02,1.697861643603323785e+02,1.697861643602750803e+02,1.697920840171482268e+02,1.697861643603706909e+02
1.697916091787703294e+02,0.000000000000000000e+00,1.697861643602034292e+02,1.697857177503956336e+02,1.697861643602901438e+02,1.697894313981913399e+02
1.697916091795976570e+02,0.000000000000000000e+00,1.697861643603648645e+02,1.697861643601431751e+02,1.697865544210377777e+02,1.697892647726559119e+02
0.000000000000000000e+00,1.697872440200531230e+02,1.697861643612260991e+02,1.697861643604794892e+02,1.697926482861779505e+02,1.697861643617545155e+02
0.000000000000000000e+00,1.697873909995743986e+02,1.697861643605799600e+02,1.697861643603318385e+02,1.697930718822941287e+02,1.697861643607710107e+02
1.697916091787858477e+02,1.697832601793153913e+02,1.697861643601231378e+02,1.697835850058733058e+02,1.697861643603377786e+02,1.697912307667207017e+02
1.697916091787711252e+02,1.697832601788177271e+02,1.697856722357149408e+02,1.697832601788442446e+02,1.697861643602875006e+02,1.697915336182233546e+02
1.697916091787841708e+02,1.697832601788772138e+02,1.697857644875142853e+02,1.697832601789304761e+02,1.697861643603192761e+02,1.697922805562058386e+02
1.697916091787744506e+02,1.697832601791125740e+02,1.697861643601824824e+02,1.697847501418098659e+02,1.697861643603098400e+02,1.697928548886718829e+02
1.697916091788155200e+02,1.697832601798941425e+02,1.697861643599829904e+02,1.697834637888881559e+02,1.697861643604449000e+02,1.697933976959705547e+02
1.697916091787901394e+02,1.697832601795129222e+02,1.697861643601090407e+02,1.697846795394902983e+02,1.697861643603682751e+02,1.697933010482488214e+02
1.697916091787776622e+02,1.697832601794856942e+02,1.697861643601698347e+02,1.697860823314079255e+02,1.697861643603338848e+02,1.697933640574379979e+02
1.697916091788527240e+02,1.697837339608137199e+02,1.697861643599007664e+02,1.697861643566675696e+02,1.697861643606294990e+02,1.697933215686538233e+02
1.697916091788700896e+02,1.697832601819221168e+02,1.697861643597439070e+02,1.697854721351679643e+02,1.697861643606599671e+02,1.697930967068108998e+02
1.697916091787774064e+02,1.697832601791678826e+02,1.697861643601683284e+02,1.697844817188791637e+02,1.697861643603202424e+02,1.697931635901291827e+02
1.697916091788309814e+02,1.697832601802170416e+02,1.697861643599091792e+02,1.697838734648245804e+02,1.697861643604897779e+02,1.697930437547298368e+02
1.697916091788233643e+02,1.697832601801425483e+02,1.697861643599507886e+02,1.697844958413004406e+02,1.697861643604608446e+02,1.697926047750160023e+02
1.697916091787937205e+02,1.697832601794820846e+02,1.697861643600869286e+02,1.697839243748364026e+02,1.697861643603648645e+02,1.697920395912558718e+02
1.697916091788633253e+02,0.000000000000000000e+00,1.697861643597826742e+02,1.697861029468343190e+02,1.697861643610308136e+02,1.697911581263901724e+02
0.000000000000000000e+00,1.697878885688873254e+02,1.697861643635804683e+02,1.697861643609405462e+02,1.697934243536050474e+02,1.697861650003514455e+02
