4.666666667,7.7,27.95
4.5,6.5,11.12
5.453333333,7.2,0
5.026666667,7.1,0.14
4.586666667,7.3,0
3.766666667,6.1,0
3.266666667,6.6,0
3.893333333,7,0
4.286666667,7.3,0
3.84,7.4,0
3.986666667,6.7,0
3.686666667,5.8,0
3.513333333,5.9,0
3.973333333,8.5,0
3.84,7.9,0
3.12,6.9,0
3.113333333,6.9,0
3.113333333,7.5,0
2.206666667,7.1,0
2.18,6.6,0
2.353333333,5.9,0
2.74,7.9,0
2.733333333,7.7,0
4.446666667,7.2,0
4.906666667,6.6,0
4.54,4.9,0
4.36,6.4,0
3.74,6.5,0
3.406666667,8.2,0
2.786666667,7.8,0
2.386666667,7.8,0
2.8,5.2,0
2.24,8.4,0
2.286666667,6.6,0
2.2,7.1,0
1.86,8.2,0
1.606666667,6.9,0
2.88,8.3,0
3.7,7.1,0
3.526666667,7.2,0
2.226666667,6.6,0
1.326666667,7.2,0
0.906666667,6.8,0
0.713333333,7.5,0
0.093333333,7.1,0
0.006666667,6.9,0
0.02,6.5,0
0.36,6.6,0
0.98,6.9,0
1.46,5.7,0
1.206666667,5.9,0
0.953333333,7.6,0
0.426666667,7.2,0
1.306666667,7.2,0
0.746666667,7.4,0
0.666666667,6.1,0
0.786666667,5.2,0
1.386666667,5.8,0
2.113333333,6.6,0
2.586666667,6.5,0
2.446666667,5,0
2.88,7.2,0.48
3.746666667,6.4,21.46
3.86,7.1,38.12
5.373333333,4.5,55.33
5.386666667,6.5,104.69
5.453333333,4.9,167.16
4.98,6.3,228.34
4.88,6.8,292.95
4.673333333,8.5,369.59
5,6.9,440.38
4.74,7.8,490.16
5.913333333,7.1,579.93
5.246666667,7.2,654.68
4.586666667,6.6,720.34
5.52,6.9,764.14
6.113333333,6.7,749.17
6.553333333,6.2,758.9
5.986666667,5.9,781.05
5.853333333,6.1,719.19
5.206666667,5.6,698.85
4.246666667,6.9,663.53
4.446666667,6.7,659.72
4.606666667,6.2,635.08
5.566666667,7.1,635.85
5.826666667,6,602.61
5.926666667,7.7,592.92
5.633333333,7.7,501.56
4.773333333,7.6,466.1
4.733333333,8.2,430.61
5.253333333,8.6,397.38
5.14,8,307.85
4.946666667,8,258.24
4.733333333,8.3,195.64
5.513333333,7.9,137.4
5.653333333,7.3,94.41
5.68,6.4,57.65
6.54,6.8,32.21
5.986666667,4.8,2.3
6.066666667,5.4,0
5.926666667,6.2,0
5,6.4,0
5.233333333,8.5,0
5.153333333,4.9,0
4.706666667,5.1,0
4.593333333,7.5,0
4.746666667,6.5,0
4.42,5.7,0
3.913333333,6.1,0
3.693333333,6.9,0
3.04,7.1,0
2.266666667,6.4,0
2.533333333,6.2,0
3.673333333,5.6,0
4.193333333,6.4,0
3.246666667,7,0
4.093333333,6.3,0
4.366666667,6,0
3.993333333,6,0
4.94,5.3,0
4.073333333,3.9,0
4.773333333,5,0
4.48,5,0
2.933333333,5.1,0
3.013333333,4.7,0
2.8,5.4,0
3.06,4.6,0
3.473333333,6.2,0
4.966666667,5.9,0
4.646666667,5.4,0
3.98,5.3,0
4.186666667,5.2,0
4.92,5,0
4.833333333,3.5,0
5.04,5.1,0
5.446666667,6.9,0
5.586666667,5,0
5.4,6.8,0
5.986666667,6.4,0
5.333333333,5.7,0
5.806666667,6.4,0
5.213333333,6.6,0
5.053333333,6.3,0
5.633333333,6.2,0
5.733333333,5.2,0
6.073333333,6.7,0
5.653333333,5.7,0
5.686666667,6.4,0
5.32,5.8,0
5.093333333,6.5,0
3.946666667,6.9,0
3.793333333,6,0
2.573333333,5.6,0
2.52,6.6,0
2.74,6.8,0
3.686666667,4.2,0
4.746666667,6.3,0
5.533333333,5,0
5.066666667,6.6,0
5.36,6.2,0
5.813333333,7.4,0
6.4,7.4,0
5.853333333,7.4,0
5.7,5.6,0
6.773333333,6.1,0
6.42,7,0
6.813333333,5.7,0
7.773333333,5.9,0
7.973333333,5.2,0
7.846666667,4.5,0
8.326666667,5,0
7.52,6.3,0
8.226666667,5.5,0
8.3,7.1,0
8.2,5.1,0
8.226666667,7.1,0
8.26,5.5,0
8.24,6.3,0
5.38,6.4,0
4.88,7,0
6.786666667,3.8,0
5.706666667,8.2,0
5.4,7.9,0
5.886666667,6.4,0
5.613333333,6.2,0
5.206666667,6.2,0
6.373333333,5.8,0
6.74,7.7,0
5.733333333,8.1,0
5.926666667,6.7,0
5.813333333,7.5,0
6.006666667,6.9,0
6.053333333,9.3,0
5.973333333,6.7,0
6.486666667,6.4,0
6.533333333,7,0
7.24,7.2,0
7.466666667,6.6,0
7.32,9.6,0
7.26,7,0
7.086666667,8.2,0
6.68,8.6,0
5.426666667,7.4,0
4.753333333,8.4,0
4.953333333,5.3,0
5.193333333,8.3,0
6.34,7,0
6.173333333,7,0
8.033333333,7.2,0
8.573333333,7.9,0
6.846666667,7.5,0
5.746666667,9.2,0
6.42,8,0
7.5,7.3,0
6.846666667,7.3,0
7.26,6.4,0
6.213333333,6.4,0
7.64,6.7,0
8.06,4.7,0
6.006666667,8.9,0
6.846666667,8.6,0
6.753333333,7.8,0
7.54,6.8,0
7,6.7,0
8.76,6.3,0
9.786666667,6.2,0
9.76,6.9,0
8.013333333,6.6,0
7.56,6.4,0
8.946666667,6.4,0
9,7.1,0
7.66,6.6,0
6.413333333,7.1,0
7.34,6.6,0
7.48,5.9,0
7.12,6.5,0
7.793333333,6.1,0
8.393333333,6.9,0
8.646666667,6.9,0
9.653333333,7,0
9.92,6.6,0
8.813333333,6.8,0
9.613333333,7.7,0
10.14666667,6.2,0
9.933333333,8.2,0
10.26666667,7.8,0
8.026666667,7,0
7.933333333,8.6,0
8.733333333,7.6,0
8.793333333,7.1,0
9.34,9.2,0
10.23333333,8.6,0
9.393333333,7.6,0
7.54,7.8,0
8.94,7.2,0
9.813333333,6.9,0
9.753333333,8.3,0
9.566666667,7.1,0
9.133333333,7.8,0
9.62,7,0
8.36,6.9,0
9.713333333,7.3,0
9.353333333,7,0
9.133333333,7.2,0
9.18,8.2,0
7.86,7.2,0
7.58,9.1,0
7.446666667,7.4,0
5.94,6.4,0
6.826666667,8.1,0
6.906666667,10.8,0
7.06,8.9,0
6.753333333,8.2,0
6.153333333,8.2,0
5.4,8.1,0
6.76,8.2,0
5.853333333,9.4,0
5.113333333,9.4,0
5.293333333,7.5,0
5.92,7.3,0
5.146666667,9,0
5.253333333,9.9,0
5.653333333,8.9,0
5.18,7.6,0
6.406666667,8.8,0
7.846666667,8.7,0
7.933333333,8.8,0
8.626666667,8,0
8.553333333,7,0
7.32,8.4,0
7.193333333,8.5,0
7.186666667,8.6,0
7.8,7.5,0
6.78,9.9,0
8.313333333,9.9,0
7.413333333,8.8,0
7.84,9.5,0
7.513333333,8.3,0
6.7,8.7,0
6.88,6.9,0
6.46,8.2,0
8.106666667,8.1,0
8.573333333,8.1,0
8.453333333,7.6,0
7.86,9.5,0
8.48,9.3,0
8.28,7.5,0
8.613333333,7.6,0
8.653333333,10.1,0
8.506666667,9.3,0
8.42,8.5,0
8.566666667,9.8,0
8.353333333,8.3,0
7.706666667,8.1,0
8.026666667,8,0
7.42,8.8,0
8.86,9.1,0
9.3,8.4,0
9.786666667,9.6,0
10.58666667,9.5,0
9.82,9.2,0
9.993333333,9,0
9.933333333,9.1,0
9.666666667,8.8,0
9.166666667,8.3,0
9.14,10.1,0
8.446666667,11.1,0
8.28,9.2,0
7.56,8.8,0
6.693333333,7.6,0
6.3,8.2,0
6.18,7.8,0
7.226666667,8,0
6.413333333,7.4,0
6.28,8.8,0
5.72,7.6,0
6.18,7.7,0
6.506666667,7.9,0
7.093333333,6.7,0
6.166666667,9.6,0
7.233333333,9.3,0
5.686666667,8.5,0
4.586666667,8.7,0
4.186666667,7.8,0
3.886666667,7.9,0
4.74,6.1,0
3,5.4,0
1.46,6.3,0
3.886666667,9.3,0
4.873333333,8.6,0
5.626666667,8.4,0
4.46,8.7,0
4.6,8.2,0
4.38,6.8,0
4.013333333,8.1,0
3.553333333,6.5,0
3.5,7.2,0
4.42,5.7,0
4.306666667,7,0
5.2,7.1,0
5.286666667,8.3,0
5.206666667,8.3,0
3.58,7.6,0
4.433333333,8.5,0
5.36,7.7,0
5.54,8.4,0
5.073333333,8.9,0
4.146666667,8.3,0
4.346666667,8.2,0
3.466666667,7.7,0
3.88,8.5,0
4.746666667,8.3,0
4.166666667,8.3,0
4.873333333,7.4,0
4.746666667,9.2,0
4.42,9.2,0
4.353333333,8.3,0
2.9,7.6,0
3.613333333,6.5,0
4.693333333,7.7,0
3.146666667,8.1,0
2.266666667,8.5,0
2.733333333,6.4,0
3.9,8.9,0
2.313333333,9.8,0
2.966666667,9.9,0
3.346666667,8.4,0
3.846666667,8.3,0
4.626666667,8.7,0
5.013333333,7.4,0
4.713333333,8.6,0
3.626666667,8.2,0
2.953333333,6.8,0
2.526666667,6.7,0
3.16,7.3,0
3.006666667,7.8,0
2.68,8,0
3.06,8.4,0
2.873333333,9.1,0
3.466666667,7.2,0
3.166666667,6.3,0
3.66,8.8,0
3.293333333,8.3,0
4.42,7.4,0
5.206666667,8.4,0
5.733333333,8.3,0
5.206666667,7.5,0
4.426666667,8.7,0
3.066666667,8.6,0
3.333333333,9.2,0
2.593333333,8.5,0
2.12,8.2,0
0.933333333,7.2,0
0.28,7.8,0
0.34,8.8,0
0.34,7.3,0
0.02,7.6,0
0.393333333,6.3,0
0.366666667,7.5,0
1.553333333,7.3,0
2.746666667,8,0
1.926666667,7.1,0
2.306666667,8.3,0
1.293333333,8,0
2.56,8.6,0
3.313333333,7.9,0
2.186666667,9.9,0
1.54,8,0
0.74,8.9,0
0.106666667,7.2,0
0.806666667,8,0
2.766666667,6.5,0
3.006666667,6.2,0
3.786666667,6.3,0
3.753333333,6.6,0
3.82,7.3,0
3.266666667,6.8,0
3.16,5.6,0
2.92,4,0
3.346666667,8,0
4.333333333,6.6,0
4.313333333,8.3,0
4.1,6.6,0
3.353333333,6.1,0
3.78,8,0
3.706666667,7.4,0
3.406666667,8.3,0
3.093333333,6.4,0
2.813333333,10.8,0
3.02,7.8,0
2.233333333,7.3,0
3.006666667,6.8,0
2.853333333,7.5,0
2.286666667,7.3,0
1.68,8.6,0
1.24,7.6,0
1.353333333,11.1,0
1.193333333,10.8,0
0.6,8.4,0
1.5,7.9,0
1.773333333,7.9,0
1.013333333,9.3,0
1.046666667,9.7,0
2.113333333,10.2,0
3.206666667,10.1,0
2.706666667,8.6,0
3.093333333,8.5,0
3.54,7.6,0
3.153333333,9.8,0
3.406666667,8.6,0
4.186666667,9.9,0
3.826666667,8.4,0
3.086666667,9,0
4.04,7.7,0
3.853333333,9.6,0
3.786666667,8.8,0
3.393333333,7,0
2.62,9.2,0
2.92,9.1,0
2.2,8.5,0
2.833333333,7.6,0
2.453333333,7.4,0
2.56,7.2,0
1.82,8,0
2.1,7.5,0
1.573333333,7.3,0
1.166666667,6.9,0
1.24,8.2,0
1.313333333,7.3,0
1,8.3,0
0.993333333,7.3,0
1.313333333,8.8,0
1.2,7.6,0
0.62,9.1,0
0.9,8.5,0
1.04,9.1,0
0.72,6.8,0
1.126666667,8,0
1.926666667,8.8,0
2.68,7.5,0
2.6,7.1,0
2.72,6.2,0
3.093333333,7.6,0
3.306666667,8.3,0
2.226666667,7.7,0
2.186666667,8.5,0
2.726666667,10.7,0
1334684.947,7.4,0
